Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),Month,Date,Festival,Festival_Name
2019-10-20 11:00:00,107.42909090909092,196.46777777777777,4.599583333333333,29.120833333333337,19.265416666666667,42.667,21.15333333333333,0.6345833333333334,61.38833333333333,2.4925,17.943,1.41,,2.3675,2.886,30.243571428571432,46.0875,1.4077272727272727,209.138,0.0,0.0,429.3331818181818,800.390625,,10,20,False,
2019-10-20 12:00:00,83.76045454545455,165.51555555555558,4.03625,23.1225,14.935,39.9145,11.70625,0.5337500000000001,65.23791666666666,1.9605,16.0945,1.188,2.72,1.6630000000000005,2.24,31.51571428571429,39.6115,1.7,199.729,0.2,0.123076923076923,433.0268181818182,806.703125,,10,20,False,
2019-10-20 13:00:00,63.35450000000001,128.826875,4.377272727272727,24.055000000000003,14.859545454545456,33.236666666666665,10.54590909090909,0.4768181818181818,69.84409090909091,1.4566666666666666,6.559444444444445,0.97875,3.51,1.7100000000000002,1.916,33.15416666666667,35.257222222222225,1.7955,193.52777777777777,0.0,0.0,381.948,806.3075,,10,20,False,
2019-10-20 14:00:00,62.73291666666666,119.28333333333332,3.96625,20.026666666666667,13.673333333333332,37.4925,8.383636363636363,0.4558333333333333,70.44208333333333,1.493,15.8175,1.218,3.4,1.64,2.265,32.956428571428575,33.9365,1.651818181818182,202.3415,0.0,0.0,279.4654545454545,806.04375,,10,20,False,
2019-10-20 15:00:00,52.647083333333335,119.68800000000002,3.80125,18.382916666666667,12.565416666666666,36.1795,7.90875,0.4508333333333333,71.91875,1.4460000000000002,15.9495,1.238,3.34,1.5870000000000002,2.3433333333333333,32.47928571428572,34.393,1.6381818181818182,194.5125,0.0,0.0,181.4036363636364,805.91,,10,20,False,
2019-10-20 16:00:00,52.548750000000005,121.85150000000002,4.20625,20.95875,14.140833333333331,34.3345,9.639545454545454,0.5029166666666667,73.53625,1.467,13.4875,1.1720000000000002,3.33,1.677,2.24,31.26,36.4385,1.3427272727272728,186.1775,0.0,0.0,109.8818181818182,805.838125,,10,20,False,
2019-10-20 17:00:00,56.79541666666666,130.374,4.2387500000000005,31.403333333333336,20.235833333333336,36.286,8.67375,0.69125,57.01166666666666,1.9845,13.531,1.362,3.38,2.007,2.6016666666666666,29.235000000000003,41.697,0.9331818181818182,199.555,0.0,0.0,26.85909090909091,805.93125,,10,20,False,
2019-10-20 18:00:00,69.20125,157.928,5.857500000000001,47.54083333333333,30.390416666666667,37.069,8.40409090909091,1.0425,37.75791666666667,2.58,12.428999999999998,1.754,3.46,2.492,3.2116666666666664,27.208571428571428,47.3425,0.73,177.53,0.0,0.0,13.215,806.163125,,10,20,False,
2019-10-20 19:00:00,85.945,196.1665,11.929166666666667,52.70166666666666,38.25666666666667,42.818,9.540833333333332,1.2620833333333332,26.58125,3.1885,18.4535,2.444,3.58,2.638,4.598333333333334,25.772142857142857,52.605,0.6909090909090909,175.027,0.0,0.0,13.14125,806.55375,,10,20,False,
2019-10-20 20:00:00,100.94291666666668,221.465,18.401666666666667,55.13041666666667,44.81125,43.9775,9.657916666666669,1.4170833333333333,22.57041666666667,3.2965000000000004,20.511000000000003,2.148,3.68,3.114,4.345,24.812142857142856,56.56699999999999,0.6749999999999999,173.121,0.0,0.0,13.324375,806.845,,10,20,False,
